Player	Archetype	Round 1		Round 2		Round 3		Round 4		Round 5		Round 6		Round 7		Round 8		Round 9		Round 10		Round 11		Round 12		Round 13		Round 14		Round 15	
Very_Disappointed	Mono-White Mystic Forge Combo	dmetcalfe91	2-0	PonderingEmperor	1-2	Jack Simmons	2-1	MaxHoose	0-2	Fraleyd1	2-1	Dalton Metelsky	2-0	Josh Williams	2-1	Collin Bornhoft	0-2	Anthony Brown	0-2												
newnoobontheblock	Sultai Tempo	Mayflower159	1-2	joseph melville	2-0	Louis Salerno	2-0	Kiet Ngo	1-2	Chris Hubka	2-0	Michael Sofia	1-2	Scott Waldron	2-0	NathanEddinger	0-2	Peter Schmidt	2-0												
Chris Switalski	Dimir Tempo	George Magee	1-2	Chris Doherty	2-0	Ryan Bellamy	1-2	Hart Horton	1-2	pbmtg	2-1	Zach Kelly	2-1	Dan Kovacic	2-1	bm215226	1-2	Jackson Roark	2-0												
Bill Li	Mono-Red Ad Nauseam Tendrils	Nandan Chebrolu	2-1	Shawn Austin	1-2	DrewbieMaxim	2-0	Devin Slater	2-0	BoshNRoll_Brian	0-2	Stephen Lewis	2-0	Kevin Thomas	2-1	FrancisDackleman	0-2	Pedro Perrini	0-2												
Colin Logan	Bant Nadu Midrange Combo	Steven Porter	1-2	isandornoT	1-2	Kevin Jones	2-1	Andrew Seiglie	2-0	John Chambers	2-0	Victor Costa	2-0	Eric Hadam	0-2	Lirek Kulik	0-2	logan margaritis	2-0												
Ryan Mitchell	Mono-Green Cloudpost	Adam Grosse	2-0	Jeremy Henry	2-0	Stefan116520	0-2	Benjamin Landers	1-2	PL Boudreault	0-2	AndrewWa	2-0	mikehank	2-0	Jarvis Yu	2-0	Jacob Milchman	0-2												
Andrew Frank	Mono-Red Stompy	Derek Gallacher	2-1	Omri Goldenberg	0-2	DrunkHydra	0-2	Gabriel Sorci	2-1	SamKmiec	2-1	Alex Fiergang	2-0	george efelis	1-2	Joseph Watson	2-0	Kemper Pogue	0-2												
Ethan Wallace	Bant Nadu Midrange Combo	OverSeasons	0-2	Phil Williams	1-2	Jeremy Pinter	2-1	OfficerZero	2-0	IronAge69	2-0	Dominic Vernazza	2-0	Pedro Perrini	2-1	Justin 'IamActuallyLvL1' Gennari	1-2	Jason Smith	1-2												
CoolMatt	Mono-Red	jasonmitro	0-2	Skyler	2-0	Melee_123	2-0	westley stiffler	2-1	Zack Kerkman	0-2	Niklas Holtmann	0-2	Zac Clark	0-2	Andrew Bailey	2-1	Richard Tyagi	2-0												
Wyatt Gibson	W-U-B-G Cephalid Breakfast	Jacob Gertz	0-2	asapsalt	2-1	Kevin Brenneman	0-2	DrakeHoness	0-2	Sean Mahoney	2-0	mrsherri	2-0	James Gertz	2-1	Seamus Malley	2-1	Max Deresh	1-2												
peterkirk1	W-U-B-G	Jeremy Woods	2-0	Jack Kitchen	0-2	Benjamin Oakland	0-2	ForceofPhil	2-0	David McCune	2-1	Brady Munroe	2-0	Collin Bornhoft	0-2	Patrick O'Reilly	1-2	cory deroos	2-0												
Benjamin Walko	Mono-White Death and Taxes	David De Lucia	2-1	Ruochong Song	0-2	Clevek	0-2	Ben Hunt	2-1	Michael Darcy	0-2	IronAge69	2-1	Corbin Davis	0-2	toughgoose	2-0	Josh Arnold	2-1												
CavernOnHuman	W-U-B-G Cephalid Breakfast	Robert Hayes	0-2	JVKasenchak	2-0	Devin Reilly	1-2	ConnorFlickner	0-2	eddierichter	2-1	Vincent Cichinski	2-1	Matthew Radford	2-0	Terry Stratton	1-2	SamE5	2-1												
hebertmike	Bant Beanstalk	Oliver Higgins	1-2	Gerkenjv	2-0	Joseph Watson	0-2	Sean Mahoney	2-0	Stephen Seliskar	1-2	shaun kocher	2-0	Daniel FitzGibbons	2-0	Wesley Nguyen	2-0	Miguel Chavez	0-2												
John Nacco	Mono-Blue Painter	Chris Pankiewicz	1-2	FlamingEwoks	2-0	Dan Miller	2-1	Noah landaira	2-0	Ronald Norton	0-2	Josh_8finity	2-1	Robert Arrington	1-2	JUSTIN RYAN	0-2	Owen Krueger	2-0												
David De Lucia	Mono-Blue Cloudpost	Benjamin Walko	1-2	EdKell	2-0	Rlemay	2-0	Alex Fiergang	0-2	Patrick Cunningham	0-2	Henry Jaensch	2-1	Harlan Broughton	2-0	Zach Stamper	2-1	Robert Wilson	1-2												
Nathan AndersonStahl	Jeskai Control	AshleyLovesPJs	2-0	Jack Yudt	2-0	Mike Farrell	2-1	GrahamOliver	1-2	faultedform	0-2	Daphex	0-2	impico	2-1	Rommie	1-2	Lunch Boxx	2-0												
tullygarberg	Grixis Tempo	Melee_123	2-0	NathanEddinger	1-2	Anthony Brown	1-2	dukevitro	1-2	OfficerZero	2-0	shortfatfriend	1-2	Junkie216	2-0	Vachonpe	2-1	CamT2	2-0												
Kris Rhinehart	W-U-B-G Cradle Control	James Adams	1-2	Derek Shank	2-1	John Casale	2-1	Josh Arnold	2-1	UrPalAndrew	1-2	Zach Wilson	1-2	Dustin Smith	0-2	jtakron22	2-0	LongSammy	2-0												
ghostx02	W-U-B-G Omni-Tell	Nicholas Layton	2-0	Ben Fraley	1-2	Noah landaira	0-2	Chris Neuteboom	1-2	Cspace1	2-0	Vale Trujillo	2-1	Evan Heritage	2-0	Jean-Philippe Goyet	2-1	Louis Salerno	1-2												
Dakota Madden-Fong	Mono-Red Stompy	Owenter123	2-0	Ryan Mullens	1-2	Nathan Bingham	1-2	Gregory Berlinrut	1-2	SavageDan	2-0	MATTHEW DICKERSON	2-0	Alan Donoho	2-1	ManaCrip	2-0	AmiH1	1-2												
TimWilder	Mono-White Mystic Forge Combo	Winston Wood	0-2	rob scannevin	2-0	Eric Ratkowski	0-2	Jon Nickerson	1-2	Shimmergloom	2-0	Joe Leone	2-0	THEOGRE	2-0	Matthew Whittle	2-0	Charlie Arto	0-2												
BaldyKong	Mono-Red	Jean-Philippe Goyet	1-2	Michael Fajardo Evangelista	2-0	hulk3rules	0-2	stefanHoldsPriority	2-0	Devin Reilly	0-2	Justin Ouellette	2-0	Alex Fiergang	2-0	Charlie Arto	0-2	Brad Palmerio	2-0												
Kevin Tilley	Rakdos Beseech Storm	cory deroos	2-0	Ian Ouellette	0-2	Adam Vincik	0-2	galvinp	2-0	James Adams	0-2	William Lerch	2-0	shvian	2-0	gbabcock13	2-0	JaajWiiw	0-2												
Ryan Peters	Dimir Tempo	Visna Harris	2-1	Dale Hall	1-2	Patrick Demm	2-1	Michael Sommercorn	1-2	Zachary McAdoo	0-2	LongSammy	2-1	Hart Horton	0-2	William Lerch	2-0	Wesley Nguyen	2-0												
goitment	Golgari Lands	Wyland Tregear	1-2	Colin Lugo	0-2	erick sherman	0-2	Jtro10	2-1	Zachary Maddox	2-1	Reed Brace	2-1	Jason Smith	0-2	Hunter Schreifels	2-1	ManaCrip	2-0												
Donny Yeh	Dimir Storm	Mark Burton	2-0	Logan Courtright	1-2	jscamihorn	2-0	Eric Farmer	1-2	Daphex	1-2	Daniel Zlatkin	2-0	Tyler Carden	0-2	Daniel FitzGibbons	2-1	Ameth123	2-0												
Kevin Van	Mono-White Mystic Forge Combo	Kevin Allen	1-2	Zach_Laska	0-2	Tim Wynne	2-0	Jaron Haberstroh	1-2	ciscokid42	2-1	Jacob Edwards	2-0	Austin Peoples	2-0	CamT2	2-0	nickrainey	1-2												
DarthSyhr	Grixis Tempo	Travis Hobrla	1-2	Blacklotus45	2-1	OfficerZero	2-0	toughgoose	0-2	Jonathan Chu	2-0	Andrew Bailey	2-1	Ryan Bellamy	2-0	George Magee	0-2	Robert Hayes	0-2												
morsaa	Azorius	Santiago Villanueva	2-0	Brian Swanson	0-2	Brandon Adams	1-2	Grey Kittrell	2-0	William Nemiroff	1-2	TimBartlett	2-0	Matthew Strand	2-1	Evan Jasinkiewicz	1-2	AlexanderGrosshans	2-0												
Rlemay	W-U-B-G Reanimator	Zachary Thompson	1-2	David Marino	2-1	David De Lucia	0-2	Jonathan Santos	2-0	Jonathan Savarese	0-2	AHNY	2-0	Ian Files	2-0	Jason Morency	2-1	Ethan Mcgillis	0-2												
UBdentist	Colorless	Ian Klein	2-0	WastedTravel	1-2	Mjharbourne	0-2	Adam Sensenig	2-0	LoganNEF	0-2	Sean Swain	2-1	AmiH1	1-2	Matthew Radford	2-1	DiegoWildenstein	2-1												
Zac Clark	W-U-B-G Cephalid Breakfast	Alex Koblish	1-2	Caleb Bell	2-0	Alex Sargent	2-1	Andrew Bailey	0-2	remi bouchard	1-2	LukeM2	2-0	CoolMatt	2-0	JulesP	2-1	Jeffrey Kramer	1-2												
ConnorFlickner	Colorless Mystic Forge Combo	HarlequinZERO	0-2	Owenter123	2-1	Jim Baxter	1-2	CavernOnHuman	2-0	loitment	1-2	Austin Peoples	0-2	pbmtg	2-0	Mark Stephens	2-0	Ggeneras	2-1												
Casey Geist	Azorius Stiflenought	Sam Higgins	1-2	DayH	0-2	Weehee17	2-0	giZmo00100	2-0	Kendal Frame	1-2	Evan Johnson	2-0	CamT2	1-2	Daeyel	2-0	shortfatfriend	2-0												
Wylie Robbins Thorne-Thomsen	Dimir Delver	bm215226	2-1	rlesko	1-1	jake pearlmutter	2-0	legacygamingkc	1-2	Richard Tyagi	1-1	Sagheer Faiz	2-0	Baiowulf	2-1	codyphillips1991	1-2	LeithMeador	0-2												
wcmatson	W-U-B-G	Andrew Lawrence	1-1	RichardWatson	2-0	JamesKisau	2-1	Theodore Lockman	1-1	Sagheer Faiz	2-0	Logan Hsia	2-0	cmwilson252	0-2	christopher desa	1-2	James Schlott	1-2												
Ryan Kelly	Grixis	Nathan Choi	1-1	Richard Tyagi	2-0	Ethan Dunn	0-2	Daniel Stark	2-0	ajmyshack	1-2	SpiffyPaige13	1-2	Robert Aquino	2-1	Patrick Owens	1-1	Dale Hall	2-0												
Ruochong Song	W-U-B-G Reanimator	Chase Hoppe	2-1	Benjamin Walko	2-0	Brian Cotton	2-0	Steven Borakove	2-1	Owen Schading	1-2	KevinNam	1-1	Reuben Musselman	1-2																
Stephen Green	W-U-B-G	Jonathan Santos	2-1	JeffChiu96	2-0	Spencer Warburton	1-1	Roland Chang	0-2	Scott Bowe	2-0	ajmyshack	1-2	jake pearlmutter	2-1	Joseph Hunt	0-2														
Connery Knox	Grixis Reanimator	KURT SHULTS	2-1	AleS61	2-1	Bkud51	2-0	Christopher Dobles	1-1	LeianXu	1-2	sparisien89	2-1	ajmyshack	1-2	JamesKisau	0-2														
Lorkac	Abzan Maverick	Jason Song	1-2	Peter Graf	2-0	Jonathan Chu	2-0	Jake Rutkowski	2-0	Alex Yatsenko	1-1	SiL3nTGoaT	0-2	Anderson  LeClair	1-2	Jakob Thomas	2-1	Benjamin Dunk Kostecki	1-2												
Will Hargett	Temur Tempo	Grant Cullen	1-0	Taylor Abbott	2-0	MaxHoose	2-1	Sam Lowe	1-2	Will Greider	0-2	Kyle Montgomery	2-1	Michael Kniffen	0-2	Zach Lotus	1-2	Andrew Yu	0-0												
Brian Cotton	W-U-B-G Cephalid Breakfast	Conor Clarke	2-0	HarlequinZERO	2-1	Ruochong Song	0-2	Joseph Hunt	1-1	Nathan Choi	2-1	Jim Monolith?	1-2	Mark Turner	2-0	Sasquatch1313	1-2														
SiL3nTGoaT	Boros	Ryan Jiang	0-2	Nick Pynn	1-1	RichardWatson	2-0	Theodore Ciccozzi	2-1	vanillaDI	2-1	Lorkac	2-0	KevinNam	0-2	Anderson  LeClair	1-2	ahg113	0-2												
vanillaDI	W-U-B-G Cephalid Breakfast	Jaron Haberstroh	2-1	impico	2-0	PonderingEmperor	1-1	ThePrinceofPauper83	1-2	SiL3nTGoaT	1-2	Michael Wood	0-2	Derek Shank	1-2	Robert Aquino	2-1	RedTheReckless	2-1												
SpiffyPaige13	Izzet	Eric Dupuis	1-1	Rory Reen	2-0	sparisien89	0-2	Charles Noyce	0-2	Eric Shutter	2-0	Ryan Kelly	2-1	JamesKisau	0-2	Ilikefriends	0-2	DankR1tual	2-0												
Kai Bengston	Selesnya Lands	Andrew Seiglie	2-0	Lunch Boxx	0-2	Chris Pankiewicz	2-0	shvian	2-0	James Pogue	1-1	Wizard_Dueler	1-2	Jakob Thomas	2-0	Logan Hsia	0-2														
Derek Shank	W-U-B-G Reanimator	Matthew Storie	1-2	Kris Rhinehart	1-2	Patrick Weiss	1-1	Hunter Leavitt	2-0	Brandon Chang	1-2	Owenter123	2-0	vanillaDI	2-1	Benjamin Dunk Kostecki	1-2	Jakob Thomas	2-0												
Wizard_Dueler	Sultai Doomsday		Bye	LukeM2	1-2	Theodore Ciccozzi	1-1	Adam Twardowski	2-1	MrFringe89	2-0	Kai Bengston	2-1	ThePrinceofPauper83	0-2	J W	1-2														
Matthew Ivans	Golgari Control	DrunkHydra	2-0	Jaeden Woltjer	1-2	Harrison lorenc	0-2	Melee_123	1-1	Robert Aquino	2-1	MrFringe89	1-2	Damian Smith	2-0	EriY1	2-1	bm215226	0-2												
Andrew Yu	W-U-B-R-G The EPIC Storm	Nosferatu Espinoza	1-2	Michael Klemic	2-0	Ryan Copple	1-2	Nicholas Layton	2-1	Skyler Preedy	0-2	Jeremy Woods	2-0	Trevor Shymske	2-1	Louis Salerno	1-2	Will Hargett	0-0												
Patrick Weiss	W-U-B-G Reanimator	Mcaster	1-2	Quinn Dominick	0-2	Derek Shank	1-1	canj	2-1	Joshua Smith	2-1	indomitable	2-1	LeithMeador	0-2	Sean Kelloff	2-0	Ryan Jiang	0-2												
Ilikefriends	Mono-Red	Isaiah Bullock	1-2	Matt Milligan	1-1	Brandon Chang	2-1	Richard Tyagi	0-2	Jakob Thomas	0-2	RichardWatson	2-1	EthanNeustadt	2-0	SpiffyPaige13	2-0	Scott Bowe	1-2												
sparisien89	Izzet Affinity	Fraleyd1	2-1	Justin Barkey	1-1	SpiffyPaige13	2-0	Marland Moore	0-2	Veloxmortis	2-1	Connery Knox	1-2	MrFringe89	2-1	Brandon Chang	0-2														
Tyler Hawk	Esper Tempo	M0nkeiz25	2-0	kenton najdzien	2-1	Christopher Wessel	2-1	Paul Raynes	1-2	Jacob Kolessar	1-2	Chris Siroonian	1-2	Stephen Lewis	2-0	Bill McNeil	0-2														
William Greenwood	W-U-B-R-G Reanimator	CamT2	2-0	SLEEKYx16	2-0	Samantha Murphy	2-1	James Hickle	2-1	Ben Fraley	0-2	RizhengSun	1-2	Jeff Jao	1-2	Michael LeVine	1-2														
JulesP	Izzet Painter	B Seftelus	2-0	Yackobo1421	2-0	Aaron Smith	1-2	Alex Yatsenko	0-2	Jamie Davis	2-0	Samantha Murphy	2-0	Mario Martinez	1-2	Zac Clark	1-2														
Owen Krueger	W-U-B-R-G Sneak and Show	Francis Perak	2-1	matthieu dupuy	0-2	Eric Swanson	2-0	Chad Uzzell	1-2	Tim Willinger	2-0	Robert Hayes	2-0	Dylan Carr	1-2	Luke Tooker	1-2	John Nacco	0-2												
Max Garman	Mono-Blue Cloudpost	Rocky Harris	2-0	Avi Lessure	2-0	Kevin Thomas	2-0	matthieu dupuy	1-2	Eric Farmer	0-2	jmatela	2-1	FrancisDackleman	0-2	RyanK	0-2														
WastedTravel	W-U-B-G Reanimator	stefanHoldsPriority	2-0	UBdentist	2-1	Brandon Hulings	2-0	Laurent GADCHAUX	2-1	Camari Bolger	0-2	Ross Berkowitz	0-2	David Sittinger	0-2	jasonmitro	0-2														
Kian Tanner	Sultai Doomsday	Tyler Klein	2-1	Jason Reid	2-0	Yuchen_Wang	2-1	LastClaireBender	0-2	Jesse Campbell	0-2	Matthew Whittle	0-2	Josh Arnold	2-0	Jaeseok Cho	0-2	gbabcock13	0-2												
Warren Cocke	Rakdos Painter	Matthew Mowry	2-1	Ian Washburne	2-1	Logan Courtright	2-1	Jon Barber	0-2	Amiracle	0-2	Evan Jasinkiewicz	2-0	Jonathan Rojo	1-2																
Jason Song	W-U-B-G Elves	Lorkac	2-1	andrewslafreniere	1-2	DrakeHoness	2-0	Bill McNeil	2-0	Max Deresh	1-2	Jason Morency	0-2	Clevek	2-1	Trevor Sharp	1-2														
LoganNEF	Mono-Red Eldrazi	mrsherri	2-0	Jared Engelberth	2-1	Shadowuni	1-2	Brennan Creasap	0-2	UBdentist	2-0	Jonathan Savarese	2-0	Aced5	1-2	Pedro Perrini	1-2	Benjamin Hartman	0-2												
Josh Williams	Mono-Green Lands	Nick Garbers	2-1	KevinNam	2-0	Ronald Norton	1-2	Adam Vincik	2-1	WBASnowman	2-1	MatP21	1-2	Very_Disappointed	1-2	MoB	1-2	Dominic Monfre	0-2												
Bill Comminos	Bant	Peter Henderson	2-1	Harlan Broughton	2-1	Ben Fraley	0-2	Lucas Wade	2-1	Dominic Vernazza	2-0	LeianXu	0-1	Cole Gabel	1-2	Stephen Dupal	0-2														
Kevin Thomas	Azorius	Benjamin Landers	2-0	John Chambers	2-1	Max Garman	0-2	Tim Willinger	2-0	Dylan Carr	2-0	Jesse Campbell	0-2	Bill Li	1-2	Robert Wilson	1-2														
Caleb Rider	Mono-Red Painter	Tom Hertfelder	1-2	mrsherri	2-1	John Grudzina	2-1	Eric Copenhaver	2-1	James Hickle	2-1	P0stalweight	1-2	Ander12	1-2	Michael O'Malley	0-2														
Lunch Boxx	Colorless Mystic Forge Combo	Alec Hale	2-1	Kai Bengston	2-0	Sam Lowe	1-2	Michael O'Malley	1-2	Mjharbourne	1-2	Craig Roblyer	2-0	shortfatfriend	2-0	Edward Arce	1-2	Nathan AndersonStahl	0-2												
Casey Fuste	W-U-B-G Cephalid Breakfast	Kenny Royer	2-1	Alvin Gillo	0-2	John Dickerson	2-1	Treebeard3	1-2	westley stiffler	2-0	maritlage2	2-1	Christopher Wessel	1-2	Ryan Mullens	1-2														
Evan Timmons	W-U-B-G Omni-Tell	Jacob England	2-1	Eric Hadam	2-1	Dale Hall	2-0	Mark Hollaar	0-2	Adam Kulp	1-2	Casey Steiner	2-1	Stephen Seliskar	1-2	Will Greider	0-2														
Wesley Nguyen	W-U-B-G Reanimator	Andrew McMenemy	2-0	Giovanni Alberty	2-0	Justice Wright	1-2	Timothy Stephens	1-2	Stevesabia	2-0	Scott Waldron	2-1	Michael Ide	1-2	hebertmike	0-2	Ryan Peters	0-2												
James Adams	W-U-B-G Omni-Tell	Kris Rhinehart	2-1	DrakeHoness	2-0	Matthew Whittle	1-2	NickEldering	1-2	Kevin Tilley	2-0	Bkud51	1-2	Andrew Bailey	2-0	Anthony Valentine	1-2														
ManaCrip	Mono-Red Eldrazi	Joshua Cronk	0-2	josh court	2-0	Zachary McAdoo	2-1	Giovanni Alberty	0-2	Vachonpe	2-1	Day2check	2-1	TonyScapone	1-2	Dakota Madden-Fong	0-2	goitment	0-2												
Troy Warrington	W-U-B-G	AHNY	1-2	Grey Kittrell	2-1	Amaru	2-1	JUSTIN RYAN	2-1	Chris Chauvet	2-0	Gabe Hoppe	0-2	Brian Sheets	1-2	Carter Hewitt	1-2														
Peter Gustafson	Mono-White Mystic Forge Combo	cid9090	2-0	pmelies	2-1	Jakob Heckert	0-2	Harlan Broughton	2-1	Austin Wolf	2-1	Eric Ratkowski	0-2	Jared Lefkowitz	1-2	ShaH1	1-2														
Adam Barnett	Azorius Stiflenought	GLM	2-1	Michael Reed	1-2	Christopher LaTourette	2-0	RyanK	2-1	Alex Koblish	2-1	Jon Paton	0-2	Chris Siroonian	1-2	Laurent GADCHAUX	0-2														
AlexanderGrosshans	Mono-Red Stompy	Ezra Christensen	2-0	Joseph Hunt	2-0	Jonathan Johnson	2-0	Jakob Heckert	0-2	Matthew Kunze	0-2	Mjharbourne	2-0	MaxHoose	0-2	Eugene Freeman	1-2	morsaa	0-2												
Joseph Watson	Grixis	Michael Swailes	2-0	Christopher Dobles	1-2	hebertmike	2-0	doejurko	0-2	Jacob England	2-0	arlin bonfiglio	1-2	Camron Jolley	2-0	Andrew Frank	0-2														
Benjamin Oakland	W-U-B-G Reanimator	Jonathan Chu	1-2	David Situ	2-1	peterkirk1	2-0	PL Boudreault	2-0	Joshua Cronk	2-1	Quinn Dominick	0-2	Julian John	1-2	willdotcom	0-3														
Daphex	Bant Nadu Cradle Combo	bethanyxxrhianne	2-0	Theodore Lockman	1-2	Eli Billings	2-0	john mccarty	0-2	Donny Yeh	2-1	Nathan AndersonStahl	2-0	Avi Lessure	1-2	Christopher Watson	0-2														
Jeremy Rowe	W-U-B-G Cephalid Breakfast	Aaron Kronick	2-1	Christopher LaTourette	2-1	Kelvin Wallace	1-2	RyaS26	2-1	Jaeseok Cho	1-2	Alvin Gillo	2-0	Benjamin Landers	1-2																
Tom Nelson	Izzet Delver	Zupponn	2-0	Christopher Walton	2-1	Hank Zhong	1-2	Samuel Vaughn	2-1	doejurko	0-2	Zach Stamper	2-1	Michael Sofia	1-2																
Michael Sommercorn	Mono-Red Eldrazi	Dan Miller	2-1	JaajWiiw	0-2	Seamus Malley	2-0	Ryan Peters	2-1	Treebeard3	1-2	NickEldering	1-2	Harrison lorenc	2-1	Jake Rutkowski	1-2														
Blaise Koehler	Izzet Tempo	Jared Engelberth	0-2	Jonathan Santos	2-1	Caleb Mahala	2-0	chalmersac	2-1	Avi Lessure	0-2	Luke Tooker	2-0	David Galperin	1-2	JaajWiiw	0-2														
Jimirynkmtg	Mono-White Cloudpost	Andrew Bailey	2-0	EriY1	2-1	Jake Abernathie	2-1	JaajWiiw	0-2	Kyle Montgomery	2-1	Justin 'IamActuallyLvL1' Gennari	0-2																		
Sia	W-U-B-G	Mark Hollaar	0-2	Evan Johnson	2-0	TheLegend27	2-1	David Tobias	0-2	arlin bonfiglio	1-2	milez3486	2-1	Shawn Austin	2-1	Ian Washburne	1-2														
Jean-Philippe Goyet	Esper Tempo	BaldyKong	2-1	LeianXu	0-2	AleS61	2-0	Michael Hemman	2-1	Benoit Jubinville	2-1	Christian Fuller	0-2	Niklas Holtmann	1-2	ghostx02	1-2														
westley stiffler	W-U-B-R-G Sneak and Show	LeithMeador	2-1	Reprintdarkritual	2-1	Pieter Tubergen	0-2	CoolMatt	1-2	Casey Fuste	0-2	Spesnor	2-1	highseraph88	2-1	Michael Reed	1-2	Chris Neuteboom	1-2												
Kevin Brenneman	Dimir Tempo	William Lerch	2-0	J W	0-2	Wyatt Gibson	2-0	Mjharbourne	2-1	P0stalweight	1-2	Josh Arnold	2-0	Alec Wilson	0-2	Cameron ramsay	0-2														
mark kitchenman	Bant Nadu Cradle Combo	Lirek Kulik	1-2	James Pogue	1-2	Adam Grosse	2-1	Daeyel	2-1	scotti_bot	2-1	Tommy Wray	0-2	Jeffrey Kramer	0-2	Casey Steiner	2-1														
Dominic Vernazza	W-U-B-G Reanimator	george efelis	2-0	Max Dore	1-2	Will Wu	2-0	Clevek	2-1	Bill Comminos	0-2	Ethan Wallace	0-2	Dan Nelson	2-0	AmiH1	0-2	Benoit Jubinville	0-2												
Greg Mitchell	W-U-B-G Reanimator		Bye	Ford Jordan	1-2	Louis deVirgilio	2-1	Day2check	1-2	Amaru	2-0	Robert Wilson	2-0	Jesse Inman	1-2	zoidberg1003	1-2														
Chad Phillip Hewitt	W-U-B-G Cephalid Breakfast	Skyler	2-1	Jakob Heckert	0-2	Matthew Strand	2-1	Zack Kerkman	0-2	Noah landaira	2-0	CamT2	2-1	DrakeHoness	1-2	Michael Swailes	0-2														
Phil Williams	U-B-R-G Oops! All Spells	Carey Banyas	1-2	Ethan Wallace	2-1	MatthewB3	0-2	AParkerK	2-1	Patrick Greenfield	2-1	toughgoose	2-1	David Barentsen	1-2																
Jarvis Yu	Bant Nadu Midrange Combo	Shimmergloom	2-0	Kieran MacDuff	0-2	john mccarty	0-2	sky5972	2-0	Travis Hobrla	2-0	Zach Lotus	2-0	Eric Farmer	0-2	Ryan Mitchell	0-2														
Scott Miller	Mono-Green Lands	TarenD	0-2	Jeremy Pinter	2-1	chrisdew4	2-0	Christopher Wessel	0-2	jamesheischman	2-0	ZeeSeeKay	1-2	Leland Machen	2-1	James Schlott	0-2														
Jackson Roark	Azorius Stiflenought	Peter Graf	2-1	MTGXiphos	2-0	Jacob Woods	1-2	David Sittinger	0-2	TimBartlett	2-1	Devin Reilly	1-2	Jack Yudt	2-0	PL Boudreault	0-2	Chris Switalski	0-2												
NRaupp	W-U-B-G Reanimator	Christopher Walton	1-2	Benrichard	2-1	Skyler Preedy	2-0	Olivier Hamel	2-1	Jessy Hefner	1-2	Gregory Berlinrut	1-2	Logan Courtright	2-0	Arjun Talpallikar	1-2														
PonderingEmperor	Azorius Stiflenought	Reed Brace	2-1	Very_Disappointed	2-1	vanillaDI	1-1	Jesse Inman	1-2	bm215226	1-1	Richard Tyagi	1-1	MNeu	2-0	Tyler Carden	0-2														
Karl Schulz	Temur	Isaac Morgan	0-2	Keith Wilder Newyear	2-0	IEqualsDead	2-1	daburton84	2-0	Francis Perak	1-2	isandornoT	0-2	Vachonpe	2-1	Max Deresh	1-2														
Zach Stamper	W-U-B-G Reanimator	Tyler Sykes	2-0	Max Gilmore	2-0	Daniel Sommerfeld	1-2	Chris Hubka	2-0	Ross Krueger	1-2	Tom Nelson	1-2	Dale Allen	2-1	David De Lucia	1-2														
LandisA	W-U-B-G Cephalid Breakfast	Edward Arce	1-2	David Daniel	1-2	Jeff Dellinger	2-1	lelandbliss	2-0	Garrett Sargent	2-0	Jacob Milchman	0-2	Matt Gausebeck	2-1	TheLegend27	0-2														
DrunkHydra	Colorless Mystic Forge Combo	Matthew Ivans	0-2	Rocky Harris	2-1	Andrew Frank	2-0	Brian Swanson	1-2	John Hruby	2-1	Bill McNeil	1-2	KURT SHULTS	2-0	Jack Pullman	1-2	JeffChiu96	0-2												
daburton84	W-U-B-G Reanimator	Willjc	2-1	NikMcGuiggan	2-0	Jon Paton	0-2	Karl Schulz	0-2	TonyPajamas	2-0	Patrick Cunningham	0-2	Scott Metzger	2-0	Daniel Kelton	1-2	Matthew Whittle	0-2												
Treebeard3	Esper Doomsday	Eric Farmer	1-2	Weehee17	2-1	Aaron Mindt	2-0	Casey Fuste	2-1	Michael Sommercorn	2-1	Ross Krueger	1-2																		
Kyle Montgomery	Mono-Red Eldrazi	RyaS26	1-2	GLM	2-0	Sonny Le	2-1	Trevor Sharp	2-0	Jimirynkmtg	1-2	Will Hargett	1-2	Chris Schiber	2-1	Spencer Warburton	1-2														
Leland Machen	Mono-Blue Cloudpost	Reno07	2-1	Sergei Pourmal	1-2	Iman Motamed	2-1	Oren Shoemaker	2-1	Jeremy Cairl	0-2	Jack Pullman	1-2	Scott Miller	1-2	Richard Tyagi	1-2	Colron Chambers	2-0												
nivax	Mono-Red Painter	darkpck2	2-1	doejurko	0-2	Zach Lotus	0-2	Jonathan Reynolds	2-0	Brian Sheets	1-2	Jack Simmons	0-2	ForceofPhil	2-1	Sean Swain	2-0	Jason Morency	1-2												
Kyle Lisica	Izzet	John Dickerson	0-2	pbmtg	1-0	Mark Nugent	2-0	Kevin King	2-0	Matthew Whittle	2-1	Kellan Drogowski	1-2	Steven Borakove	1-2	Alexandre Masson	0-2														
CamT2	Golgari Cradle Control	William Greenwood	0-2	Mikecoughlan	2-1	Gallo0	2-1	Spesnor	2-0	Clair Bigelow	0-2	Chad Phillip Hewitt	1-2	Casey Geist	2-1	Kevin Van	0-2	tullygarberg	0-2												
stonebone69	Bant Nadu Cradle Combo	Michael Ide	1-2	Anthony Brown	1-2	Justin Aldinger	2-0	Caleb Mahala	2-1	Ggeneras	2-0	jtakron22	2-1	Alec Hale	1-2																
Josh Brown	Mono-Green Lands	Beautox	0-2	Keith Atkinson	2-0	Michael Ide	2-0	Zack Chatel	1-2	JVKasenchak	2-0	Velgrim	0-2	Amaru	2-0	Jason Smith	0-2														
